stimuli,response
"(6, 14)",0.21052631578947367
"(6, 16)",0.25
"(6, 17)",0.5
"(6, 20)",0.2857142857142857
"(6, 23)",0.2857142857142857
"(6, 30)",0.29411764705882354
"(6, 34)",0.42105263157894735
"(6, 41)",0.43478260869565216
"(6, 45)",0.21052631578947367
"(6, 49)",1.0
"(6, 52)",0.11764705882352941
"(6, 55)",0.6363636363636364
"(6, 58)",0.3076923076923077
"(6, 60)",0.9411764705882353
"(6, 62)",0.25
"(6, 63)",0.8729281767955801
"(6, 65)",0.3076923076923077
"(6, 67)",0.38095238095238093
"(6, 70)",0.4444444444444444
"(6, 72)",0.16666666666666666
"(6, 79)",0.5
"(6, 86)",0.6666666666666666
"(6, 87)",0.17647058823529413
"(6, 89)",0.42857142857142855
"(6, 93)",0.1111111111111111
"(6, 99)",0.36363636363636365
"(6, 100)",0.3076923076923077
"(6, 101)",0.2857142857142857
"(6, 103)",0.2
"(6, 107)",0.4090909090909091
"(6, 108)",0.3125
"(6, 109)",0.17391304347826086
"(6, 110)",0.2777777777777778
"(6, 115)",0.35714285714285715
"(6, 116)",0.6666666666666666
"(6, 117)",0.37037037037037035
"(6, 119)",0.5185185185185185
"(6, 129)",0.3333333333333333
"(6, 130)",0.2
"(6, 131)",0.6363636363636364
"(6, 137)",0.2631578947368421
"(6, 142)",0.6666666666666666
"(6, 143)",0.42857142857142855
"(6, 144)",0.2777777777777778
"(7, 7)",0.6221264367816092
"(7, 8)",0.18181818181818182
"(7, 9)",0.24
"(7, 10)",0.3157894736842105
"(7, 11)",0.5256410256410257
"(7, 12)",0.2222222222222222
"(7, 13)",0.4533333333333333
"(7, 14)",0.25
"(7, 15)",0.5
"(7, 18)",0.34210526315789475
"(7, 19)",0.34375
"(7, 20)",0.0
"(7, 21)",0.16666666666666666
"(7, 22)",0.3125
"(7, 23)",0.23076923076923078
"(7, 24)",0.25
"(7, 25)",0.34285714285714286
"(7, 26)",0.23255813953488372
"(7, 27)",0.2727272727272727
"(7, 28)",0.3835616438356164
"(7, 29)",0.2972972972972973
"(7, 30)",0.2222222222222222
"(7, 31)",0.29411764705882354
"(7, 32)",0.42045454545454547
"(7, 33)",0.56
"(7, 34)",0.3333333333333333
"(7, 35)",0.2222222222222222
"(7, 36)",0.125
"(7, 37)",0.24489795918367346
"(7, 38)",0.42105263157894735
"(7, 39)",0.3695652173913043
"(7, 40)",0.36363636363636365
"(7, 42)",0.2682926829268293
"(7, 43)",0.2631578947368421
"(7, 44)",0.3409090909090909
"(7, 46)",0.4
"(7, 47)",0.3103448275862069
"(7, 48)",0.3023255813953488
"(7, 50)",0.3564356435643564
"(7, 51)",0.1780821917808219
"(7, 52)",0.23684210526315788
"(7, 53)",0.2982456140350877
"(7, 54)",0.16666666666666666
"(7, 56)",0.24074074074074073
"(7, 57)",0.2222222222222222
"(7, 59)",0.21428571428571427
"(7, 61)",0.21052631578947367
"(7, 64)",0.15384615384615385
"(7, 66)",0.3125
"(7, 68)",0.23255813953488372
"(7, 69)",0.46938775510204084
"(7, 70)",0.37037037037037035
"(7, 71)",0.08333333333333333
"(7, 73)",0.3181818181818182
"(7, 74)",0.4166666666666667
"(7, 75)",0.323943661971831
"(7, 76)",0.25
"(7, 77)",0.18518518518518517
"(7, 78)",0.22580645161290322
"(7, 80)",0.3275862068965517
"(7, 81)",0.2727272727272727
"(7, 82)",0.3333333333333333
"(7, 83)",0.1951219512195122
"(7, 84)",0.25
"(7, 85)",0.4166666666666667
"(7, 87)",0.0
"(7, 88)",0.3488372093023256
"(7, 90)",0.1282051282051282
"(7, 91)",0.43037974683544306
"(7, 92)",0.2127659574468085
"(7, 94)",0.2222222222222222
"(7, 95)",0.25
"(7, 96)",0.3114754098360656
"(7, 97)",0.26
"(7, 98)",0.32653061224489793
"(7, 99)",0.3235294117647059
"(7, 101)",0.1951219512195122
"(7, 102)",0.3050847457627119
"(7, 103)",0.1956521739130435
"(7, 104)",0.0
"(7, 105)",0.2222222222222222
"(7, 106)",0.35555555555555557
"(7, 111)",0.3484848484848485
"(7, 112)",0.4
"(7, 113)",0.2
"(7, 114)",0.4805194805194805
"(7, 115)",0.19811320754716982
"(7, 117)",0.2222222222222222
"(7, 118)",0.39344262295081966
"(7, 120)",0.1111111111111111
"(7, 121)",0.3023255813953488
"(7, 122)",0.5492957746478874
"(7, 123)",0.6119733924611973
"(7, 124)",0.3142857142857143
"(7, 125)",0.2
"(7, 126)",0.21621621621621623
"(7, 127)",0.4788732394366197
"(7, 128)",0.3835616438356164
"(7, 130)",0.15
"(7, 132)",0.26851851851851855
"(7, 133)",0.4634146341463415
"(7, 134)",0.3157894736842105
"(7, 135)",0.5076923076923077
"(7, 136)",0.4
"(7, 138)",0.3333333333333333
"(7, 139)",0.625
"(7, 140)",0.375
"(7, 141)",0.3
"(7, 143)",0.2
"(8, 8)",0.8235294117647058
"(8, 9)",0.08333333333333333
"(8, 11)",0.3333333333333333
"(8, 12)",0.14285714285714285
"(8, 13)",0.375
"(8, 14)",0.16666666666666666
"(8, 15)",0.0
"(8, 19)",0.4
"(8, 20)",0.4444444444444444
"(8, 21)",0.14285714285714285
"(8, 22)",0.4
"(8, 23)",0.6666666666666666
"(8, 24)",0.6
"(8, 27)",0.3333333333333333
"(8, 28)",0.2
"(8, 30)",0.16666666666666666
"(8, 32)",0.0
"(8, 34)",0.4
"(8, 35)",0.3
"(8, 36)",0.3333333333333333
"(8, 37)",0.08333333333333333
"(8, 40)",0.7567567567567568
"(8, 46)",0.0
"(8, 50)",0.375
"(8, 52)",0.3076923076923077
"(8, 54)",0.625
"(8, 57)",0.2857142857142857
"(8, 59)",0.3333333333333333
"(8, 61)",0.25
"(8, 64)",0.0
"(8, 66)",0.125
"(8, 69)",0.17647058823529413
"(8, 70)",0.2222222222222222
"(8, 71)",0.0
"(8, 73)",0.2727272727272727
"(8, 75)",0.2
"(8, 76)",0.09090909090909091
"(8, 77)",0.0
"(8, 81)",0.5454545454545454
"(8, 82)",0.3333333333333333
"(8, 84)",0.4
"(8, 85)",0.5
"(8, 87)",0.125
"(8, 88)",0.3076923076923077
"(8, 94)",0.3333333333333333
"(8, 95)",0.5
"(8, 99)",1.0
"(8, 101)",0.5
"(8, 102)",0.26666666666666666
"(8, 103)",0.1111111111111111
"(8, 104)",0.1
"(8, 106)",0.21428571428571427
"(8, 112)",0.4375
"(8, 114)",0.16666666666666666
"(8, 115)",0.0
"(8, 117)",0.782608695652174
"(8, 118)",0.35714285714285715
"(8, 120)",0.5454545454545454
"(8, 121)",0.25
"(8, 122)",0.14285714285714285
"(8, 123)",0.2
"(8, 125)",0.6363636363636364
"(8, 130)",0.7619047619047619
"(8, 132)",0.16666666666666666
"(8, 136)",0.6666666666666666
"(8, 140)",0.6666666666666666
"(8, 141)",0.625
"(8, 143)",0.2857142857142857
"(9, 9)",0.8014440433212996
"(9, 11)",0.36363636363636365
"(9, 12)",0.25
"(9, 13)",0.6153846153846154
"(9, 14)",0.16666666666666666
"(9, 15)",0.375
"(9, 19)",0.375
"(9, 20)",0.125
"(9, 21)",0.2
"(9, 22)",0.6419753086419753
"(9, 23)",0.3
"(9, 24)",0.5384615384615384
"(9, 27)",0.15555555555555556
"(9, 28)",0.325
"(9, 30)",0.625
"(9, 32)",0.3333333333333333
"(9, 34)",0.1111111111111111
"(9, 35)",0.4166666666666667
"(9, 36)",0.21428571428571427
"(9, 37)",0.6991150442477876
"(9, 40)",0.5
"(9, 46)",0.1111111111111111
"(9, 50)",0.42857142857142855
"(9, 52)",0.15789473684210525
"(9, 54)",0.25
"(9, 57)",0.38461538461538464
"(9, 59)",0.5866666666666667
"(9, 61)",0.5512820512820513
"(9, 64)",0.1
"(9, 66)",0.4375
"(9, 69)",0.058823529411764705
"(9, 70)",0.2222222222222222
"(9, 71)",0.3333333333333333
"(9, 73)",0.5857142857142857
"(9, 75)",0.45714285714285713
"(9, 76)",0.08333333333333333
"(9, 77)",0.07692307692307693
"(9, 81)",0.7654320987654321
"(9, 82)",0.42857142857142855
"(9, 84)",0.1
"(9, 85)",0.125
"(9, 87)",0.3
"(9, 88)",0.46
"(9, 94)",0.3333333333333333
"(9, 95)",0.14285714285714285
"(9, 99)",0.41025641025641024
"(9, 101)",0.18604651162790697
"(9, 102)",0.37254901960784315
"(9, 103)",0.21428571428571427
"(9, 104)",0.44285714285714284
"(9, 106)",0.4090909090909091
"(9, 112)",0.42857142857142855
"(9, 114)",0.14285714285714285
"(9, 115)",0.13333333333333333
"(9, 117)",0.1282051282051282
"(9, 118)",0.32727272727272727
"(9, 120)",0.5
"(9, 121)",0.3
"(9, 122)",0.2222222222222222
"(9, 123)",0.4
"(9, 125)",0.16666666666666666
"(9, 130)",0.24
"(9, 132)",0.2222222222222222
"(9, 136)",0.21428571428571427
"(9, 140)",0.21951219512195122
"(9, 141)",0.4444444444444444
"(9, 143)",0.125
"(10, 10)",0.8105726872246696
"(10, 18)",0.6060606060606061
"(10, 25)",0.23333333333333334
"(10, 26)",0.17647058823529413
"(10, 29)",0.3870967741935484
"(10, 31)",0.5945945945945946
"(10, 33)",0.25
"(10, 38)",0.5
"(10, 39)",0.21875
"(10, 42)",0.18181818181818182
"(10, 43)",0.28
"(10, 44)",0.6878612716763006
"(10, 47)",0.2702702702702703
"(10, 48)",0.32432432432432434
"(10, 50)",0.18421052631578946
"(10, 51)",0.1956521739130435
"(10, 52)",0.2653061224489796
"(10, 53)",0.21568627450980393
"(10, 56)",0.3023255813953488
"(10, 68)",0.14285714285714285
"(10, 74)",0.5074626865671642
"(10, 78)",0.47058823529411764
"(10, 80)",0.5866666666666667
"(10, 83)",0.5833333333333334
"(10, 90)",0.23809523809523808
"(10, 91)",0.44
"(10, 92)",0.4634146341463415
"(10, 96)",0.2926829268292683
"(10, 97)",0.24242424242424243
"(10, 98)",0.14893617021276595
"(10, 105)",0.3235294117647059
"(10, 111)",0.17647058823529413
"(10, 113)",0.4074074074074074
"(10, 115)",0.28
"(10, 123)",0.2222222222222222
"(10, 124)",0.41379310344827586
"(10, 126)",0.2
"(10, 127)",0.48148148148148145
"(10, 128)",0.3548387096774194
"(10, 132)",0.1951219512195122
"(10, 133)",0.28205128205128205
"(10, 134)",0.16666666666666666
"(10, 135)",0.07407407407407407
"(10, 138)",0.2777777777777778
"(10, 139)",0.38461538461538464
"(11, 11)",0.6959459459459459
"(11, 12)",0.23076923076923078
"(11, 13)",0.6907216494845361
"(11, 14)",0.25
"(11, 15)",0.5
"(11, 19)",0.3333333333333333
"(11, 20)",0.0
"(11, 21)",0.5
"(11, 22)",0.5
"(11, 23)",0.14285714285714285
"(11, 24)",0.55
"(11, 27)",0.16666666666666666
"(11, 28)",0.2
"(11, 30)",0.0
"(11, 32)",0.2727272727272727
"(11, 34)",0.42857142857142855
"(11, 35)",0.2727272727272727
"(11, 36)",0.375
"(11, 37)",0.2857142857142857
"(11, 40)",0.2857142857142857
"(11, 46)",0.2727272727272727
"(11, 50)",0.0
"(11, 52)",0.2727272727272727
"(11, 54)",0.6
"(11, 57)",0.3076923076923077
"(11, 59)",0.4
"(11, 61)",0.5
"(11, 64)",0.0
"(11, 66)",0.3333333333333333
"(11, 69)",0.3333333333333333
"(11, 70)",0.42857142857142855
"(11, 71)",0.2222222222222222
"(11, 73)",0.43478260869565216
"(11, 75)",0.38461538461538464
"(11, 76)",0.375
"(11, 77)",0.125
"(11, 81)",0.4
"(11, 82)",0.45454545454545453
"(11, 84)",0.1875
"(11, 85)",0.2222222222222222
"(11, 87)",0.5
"(11, 88)",0.3684210526315789
"(11, 94)",0.3333333333333333
"(11, 95)",0.5555555555555556
"(11, 99)",0.42857142857142855
"(11, 101)",0.18181818181818182
"(11, 102)",0.2
"(11, 103)",0.0
"(11, 104)",0.2222222222222222
"(11, 106)",0.5606060606060606
"(11, 112)",0.4
"(11, 114)",0.3333333333333333
"(11, 115)",0.3
"(11, 117)",0.0
"(11, 118)",0.43103448275862066
"(11, 120)",0.2
"(11, 121)",0.35714285714285715
"(11, 122)",0.5
"(11, 123)",0.6515151515151515
"(11, 125)",0.3333333333333333
"(11, 130)",0.1111111111111111
"(11, 132)",0.25
"(11, 136)",0.0
"(11, 140)",0.25
"(11, 141)",0.26666666666666666
"(11, 143)",0.0
"(12, 12)",0.8349514563106796
"(12, 13)",0.4444444444444444
"(12, 14)",0.3
"(12, 15)",0.14285714285714285
"(12, 19)",0.25
"(12, 20)",0.875
"(12, 21)",0.125
"(12, 22)",0.2222222222222222
"(12, 23)",0.5
"(12, 24)",0.1
"(12, 27)",0.25
"(12, 28)",0.14285714285714285
"(12, 30)",0.375
"(12, 32)",0.08333333333333333
"(12, 34)",0.3
"(12, 35)",0.375
"(12, 36)",0.4
"(12, 37)",0.16666666666666666
"(12, 40)",0.4
"(12, 46)",0.5
"(12, 50)",0.125
"(12, 52)",0.3333333333333333
"(12, 54)",0.15384615384615385
"(12, 57)",0.7072072072072072
"(12, 59)",0.16666666666666666
"(12, 61)",0.3333333333333333
"(12, 64)",0.2222222222222222
"(12, 66)",0.0
"(12, 69)",0.0
"(12, 70)",0.0
"(12, 71)",0.5714285714285714
"(12, 73)",0.5555555555555556
"(12, 75)",0.28888888888888886
"(12, 76)",0.4
"(12, 77)",0.5
"(12, 81)",0.0
"(12, 82)",0.0
"(12, 84)",0.0
"(12, 85)",0.4
"(12, 87)",0.4
"(12, 88)",0.36538461538461536
"(12, 94)",0.1
"(12, 95)",0.6666666666666666
"(12, 99)",0.14285714285714285
"(12, 101)",0.7272727272727273
"(12, 102)",0.0
"(12, 103)",0.7714285714285715
"(12, 104)",0.5714285714285714
"(12, 106)",0.2222222222222222
"(12, 112)",0.2857142857142857
"(12, 114)",0.5
"(12, 115)",0.0
"(12, 117)",0.2
"(12, 118)",0.25
"(12, 120)",0.2
"(12, 121)",0.625
"(12, 122)",0.0
"(12, 123)",0.25
"(12, 125)",0.3333333333333333
"(12, 130)",0.0
"(12, 132)",0.25
"(12, 136)",0.1
"(12, 140)",1.0
"(12, 141)",0.4
"(12, 143)",0.125
"(13, 13)",0.7803030303030303
"(13, 14)",0.2
"(13, 15)",0.2222222222222222
"(13, 19)",0.1111111111111111
"(13, 20)",0.3333333333333333
"(13, 21)",0.3333333333333333
"(13, 22)",0.4
"(13, 23)",0.2222222222222222
"(13, 24)",0.5
"(13, 27)",0.23076923076923078
"(13, 28)",0.5
"(13, 30)",0.0
"(13, 32)",0.2
"(13, 34)",0.2
"(13, 35)",0.3333333333333333
"(13, 36)",0.42857142857142855
"(13, 37)",0.2727272727272727
"(13, 40)",0.3125
"(13, 46)",0.4
"(13, 50)",0.1111111111111111
"(13, 52)",0.25
"(13, 54)",0.6666666666666666
"(13, 57)",0.0
"(13, 59)",0.35714285714285715
"(13, 61)",0.3333333333333333
"(13, 64)",0.16666666666666666
"(13, 66)",0.375
"(13, 69)",0.16666666666666666
"(13, 70)",0.3333333333333333
"(13, 71)",0.0
"(13, 73)",0.3076923076923077
"(13, 75)",0.14285714285714285
"(13, 76)",0.3125
"(13, 77)",0.21428571428571427
"(13, 81)",0.7142857142857143
"(13, 82)",0.42857142857142855
"(13, 84)",0.09090909090909091
"(13, 85)",0.07692307692307693
"(13, 87)",0.0
"(13, 88)",0.2
"(13, 94)",0.0
"(13, 95)",0.5
"(13, 99)",0.4
"(13, 101)",0.0
"(13, 102)",0.25
"(13, 103)",0.25
"(13, 104)",0.2222222222222222
"(13, 106)",0.5512820512820513
"(13, 112)",0.23529411764705882
"(13, 114)",0.7142857142857143
"(13, 115)",0.5555555555555556
"(13, 117)",0.3333333333333333
"(13, 118)",0.5862068965517241
"(13, 120)",0.2222222222222222
"(13, 121)",0.5
"(13, 122)",0.5
"(13, 123)",0.5333333333333333
"(13, 125)",0.25
"(13, 130)",0.3333333333333333
"(13, 132)",0.13333333333333333
"(13, 136)",0.2727272727272727
"(13, 140)",0.1111111111111111
"(13, 141)",0.25
"(13, 143)",0.0
"(14, 14)",0.8218390804597702
"(14, 15)",0.2
"(14, 16)",0.2
"(14, 17)",0.16666666666666666
"(14, 19)",0.3333333333333333
"(14, 20)",0.6746268656716418
"(14, 21)",0.2727272727272727
"(14, 22)",0.75
"(14, 23)",0.3333333333333333
"(14, 24)",0.1111111111111111
"(14, 27)",0.125
"(14, 28)",0.25
"(14, 30)",0.85
"(14, 32)",0.16666666666666666
"(14, 34)",0.14285714285714285
"(14, 35)",0.2
"(14, 36)",0.25
"(14, 37)",0.2727272727272727
"(14, 40)",0.25
"(14, 41)",0.4
"(14, 45)",0.2857142857142857
"(14, 46)",0.14285714285714285
"(14, 49)",0.1875
"(14, 50)",0.18181818181818182
"(14, 52)",0.3333333333333333
"(14, 54)",0.16666666666666666
"(14, 55)",0.2916666666666667
"(14, 57)",0.6
"(14, 58)",0.3
"(14, 59)",0.21428571428571427
"(14, 60)",0.23076923076923078
"(14, 61)",0.0
"(14, 62)",0.5
"(14, 63)",0.08333333333333333
"(14, 64)",0.2
"(14, 65)",0.4
"(14, 66)",0.1
"(14, 67)",0.7777777777777778
"(14, 69)",0.0
"(14, 70)",0.3
"(14, 71)",0.75
"(14, 72)",0.29411764705882354
"(14, 73)",0.2857142857142857
"(14, 75)",0.2
"(14, 76)",0.42857142857142855
"(14, 77)",0.5833333333333334
"(14, 79)",0.6875
"(14, 81)",0.0
"(14, 82)",0.2857142857142857
"(14, 84)",0.4
"(14, 85)",0.5
"(14, 86)",0.6
"(14, 87)",0.17391304347826086
"(14, 88)",0.125
"(14, 89)",0.3076923076923077
"(14, 93)",0.2
"(14, 94)",0.0
"(14, 95)",0.16666666666666666
"(14, 99)",0.25925925925925924
"(14, 100)",0.23809523809523808
"(14, 101)",0.7567567567567568
"(14, 102)",0.3333333333333333
"(14, 103)",0.6
"(14, 104)",0.2
"(14, 106)",0.2
"(14, 107)",0.3
"(14, 108)",0.5714285714285714
"(14, 109)",0.18181818181818182
"(14, 110)",0.15384615384615385
"(14, 112)",0.2
"(14, 114)",0.16666666666666666
"(14, 115)",0.1875
"(14, 116)",0.15384615384615385
"(14, 117)",0.6333333333333333
"(14, 118)",0.1875
"(14, 119)",0.2631578947368421
"(14, 120)",0.125
"(14, 121)",0.6666666666666666
"(14, 122)",0.2222222222222222
"(14, 123)",0.1
"(14, 125)",0.2222222222222222
"(14, 129)",0.07692307692307693
"(14, 130)",0.24324324324324326
"(14, 131)",0.3888888888888889
"(14, 132)",0.2857142857142857
"(14, 136)",0.23076923076923078
"(14, 137)",0.2857142857142857
"(14, 140)",0.3333333333333333
"(14, 141)",0.2222222222222222
"(14, 142)",0.36363636363636365
"(14, 143)",0.15
"(14, 144)",0.1875
"(15, 15)",0.7816091954022989
