stimuli,response
"(15, 19)",0.0
"(15, 20)",0.6666666666666666
"(15, 21)",0.14285714285714285
"(15, 22)",0.5
"(15, 23)",0.5
"(15, 24)",0.18181818181818182
"(15, 27)",0.7238095238095238
"(15, 28)",0.125
"(15, 30)",0.09090909090909091
"(15, 32)",0.2222222222222222
"(15, 34)",0.5555555555555556
"(15, 35)",0.8571428571428571
"(15, 36)",0.2857142857142857
"(15, 37)",0.2558139534883721
"(15, 40)",0.25
"(15, 46)",0.1111111111111111
"(15, 50)",0.8
"(15, 52)",0.6923076923076923
"(15, 54)",0.125
"(15, 57)",0.125
"(15, 59)",0.5
"(15, 61)",0.38461538461538464
"(15, 64)",0.8571428571428571
"(15, 66)",0.375
"(15, 69)",0.2
"(15, 70)",0.0
"(15, 71)",0.14285714285714285
"(15, 73)",0.26666666666666666
"(15, 75)",0.2
"(15, 76)",0.2727272727272727
"(15, 77)",0.4
"(15, 81)",0.42857142857142855
"(15, 82)",0.2727272727272727
"(15, 84)",0.26666666666666666
"(15, 85)",0.14285714285714285
"(15, 87)",1.0
"(15, 88)",0.7142857142857143
"(15, 94)",0.125
"(15, 95)",0.14285714285714285
"(15, 99)",0.42857142857142855
"(15, 101)",0.2727272727272727
"(15, 102)",0.0
"(15, 103)",0.3076923076923077
"(15, 104)",0.38095238095238093
"(15, 106)",0.1111111111111111
"(15, 112)",0.25
"(15, 114)",0.14285714285714285
"(15, 115)",0.6428571428571429
"(15, 117)",0.16666666666666666
"(15, 118)",0.1
"(15, 120)",0.2
"(15, 121)",0.5714285714285714
"(15, 122)",0.23076923076923078
"(15, 123)",0.3
"(15, 125)",0.07692307692307693
"(15, 130)",0.2
"(15, 132)",0.5714285714285714
"(15, 136)",0.2857142857142857
"(15, 140)",0.6
"(15, 141)",0.42857142857142855
"(15, 143)",0.8333333333333334
"(16, 16)",0.8461538461538461
"(16, 17)",0.4
"(16, 20)",0.07142857142857142
"(16, 23)",0.26666666666666666
"(16, 30)",0.3333333333333333
"(16, 34)",0.26666666666666666
"(16, 41)",0.4
"(16, 45)",0.2727272727272727
"(16, 49)",0.08333333333333333
"(16, 52)",0.2631578947368421
"(16, 55)",0.25
"(16, 58)",0.14285714285714285
"(16, 60)",0.23529411764705882
"(16, 62)",0.21428571428571427
"(16, 63)",0.2
"(16, 65)",0.3125
"(16, 67)",0.3076923076923077
"(16, 70)",0.2727272727272727
"(16, 72)",0.47058823529411764
"(16, 79)",0.125
"(16, 86)",0.3333333333333333
"(16, 87)",0.3888888888888889
"(16, 89)",0.2777777777777778
"(16, 93)",0.5384615384615384
"(16, 99)",0.3125
"(16, 100)",0.6363636363636364
"(16, 101)",0.16666666666666666
"(16, 103)",0.35294117647058826
"(16, 107)",0.26666666666666666
"(16, 108)",0.5714285714285714
"(16, 109)",0.7058823529411765
"(16, 110)",0.7619047619047619
"(16, 115)",0.38461538461538464
"(16, 116)",0.13636363636363635
"(16, 117)",0.26666666666666666
"(16, 119)",0.4117647058823529
"(16, 129)",0.7333333333333333
"(16, 130)",0.4444444444444444
"(16, 131)",0.46153846153846156
"(16, 137)",0.7840909090909091
"(16, 142)",0.2
"(16, 143)",0.3333333333333333
"(16, 144)",0.3076923076923077
"(17, 17)",0.9090909090909091
"(17, 20)",0.375
"(17, 23)",0.125
"(17, 30)",0.29411764705882354
"(17, 34)",0.6666666666666666
"(17, 41)",0.375
"(17, 45)",0.6363636363636364
"(17, 49)",0.45454545454545453
"(17, 52)",0.7857142857142857
"(17, 55)",0.7446808510638298
"(17, 58)",0.16666666666666666
"(17, 60)",0.4
"(17, 62)",0.25
"(17, 63)",0.5384615384615384
"(17, 65)",0.36363636363636365
"(17, 67)",0.375
"(17, 70)",0.4444444444444444
"(17, 72)",0.7333333333333333
"(17, 79)",0.15384615384615385
"(17, 86)",0.2857142857142857
"(17, 87)",0.6
"(17, 89)",0.3333333333333333
"(17, 93)",0.5555555555555556
"(17, 99)",0.19047619047619047
"(17, 100)",0.4444444444444444
"(17, 101)",0.42857142857142855
"(17, 103)",0.45454545454545453
"(17, 107)",0.25
"(17, 108)",0.21428571428571427
"(17, 109)",0.35714285714285715
"(17, 110)",0.2857142857142857
"(17, 115)",0.5454545454545454
"(17, 116)",0.4
"(17, 117)",0.26666666666666666
"(17, 119)",0.23076923076923078
"(17, 129)",0.15789473684210525
"(17, 130)",0.15384615384615385
"(17, 131)",0.38461538461538464
"(17, 137)",0.0
"(17, 142)",0.6666666666666666
"(17, 143)",0.5909090909090909
"(17, 144)",0.2
"(18, 18)",0.7137096774193549
"(18, 25)",0.3333333333333333
"(18, 26)",0.2894736842105263
"(18, 29)",0.35294117647058826
"(18, 31)",0.3684210526315789
"(18, 33)",0.3333333333333333
"(18, 38)",0.5384615384615384
"(18, 39)",0.2777777777777778
"(18, 42)",0.18181818181818182
"(18, 43)",0.36363636363636365
"(18, 44)",0.5483870967741935
"(18, 47)",0.21875
"(18, 48)",0.5581395348837209
"(18, 50)",0.2647058823529412
"(18, 51)",0.4642857142857143
"(18, 52)",0.3157894736842105
"(18, 53)",0.5735294117647058
"(18, 56)",0.40625
"(18, 68)",0.38461538461538464
"(18, 74)",0.6451612903225806
"(18, 78)",0.3783783783783784
"(18, 80)",0.13157894736842105
"(18, 83)",0.2727272727272727
"(18, 90)",0.1875
"(18, 91)",0.29411764705882354
"(18, 92)",0.39473684210526316
"(18, 96)",0.3170731707317073
"(18, 97)",0.3
"(18, 98)",0.38461538461538464
"(18, 105)",0.4
"(18, 111)",0.2894736842105263
"(18, 113)",0.5769230769230769
"(18, 115)",0.23684210526315788
"(18, 123)",0.2702702702702703
"(18, 124)",0.53125
"(18, 126)",0.3888888888888889
"(18, 127)",0.28205128205128205
"(18, 128)",0.6428571428571429
"(18, 132)",0.13333333333333333
"(18, 133)",0.375
"(18, 134)",0.23809523809523808
"(18, 135)",0.52
"(18, 138)",0.25
"(18, 139)",0.3181818181818182
"(19, 19)",0.7748344370860927
"(19, 20)",0.125
"(19, 21)",0.26666666666666666
"(19, 22)",0.5714285714285714
"(19, 23)",0.4
"(19, 24)",0.3333333333333333
"(19, 27)",0.1111111111111111
"(19, 28)",0.6231155778894473
"(19, 30)",0.0
"(19, 32)",0.6
"(19, 34)",0.14285714285714285
"(19, 35)",0.125
"(19, 36)",0.09090909090909091
"(19, 37)",0.3673469387755102
"(19, 40)",0.18181818181818182
"(19, 46)",0.47368421052631576
"(19, 50)",0.3076923076923077
"(19, 52)",0.1774193548387097
"(19, 54)",0.2222222222222222
"(19, 57)",0.1
"(19, 59)",0.2222222222222222
"(19, 61)",0.5454545454545454
"(19, 64)",0.25
"(19, 66)",0.7
"(19, 69)",0.3333333333333333
"(19, 70)",0.3225806451612903
"(19, 71)",0.25
"(19, 73)",0.4444444444444444
"(19, 75)",0.4117647058823529
"(19, 76)",0.6029411764705882
"(19, 77)",0.0
"(19, 81)",0.3333333333333333
"(19, 82)",0.19047619047619047
"(19, 84)",0.0
"(19, 85)",0.4
"(19, 87)",0.125
"(19, 88)",0.32075471698113206
"(19, 94)",0.5217391304347826
"(19, 95)",0.125
"(19, 99)",0.13513513513513514
"(19, 101)",0.15789473684210525
"(19, 102)",0.20689655172413793
"(19, 103)",0.0625
"(19, 104)",0.5733333333333334
"(19, 106)",0.2857142857142857
"(19, 112)",0.2
"(19, 114)",0.35
"(19, 115)",0.23255813953488372
"(19, 117)",0.3170731707317073
"(19, 118)",0.32142857142857145
"(19, 120)",0.16666666666666666
"(19, 121)",0.26666666666666666
"(19, 122)",0.6119402985074627
"(19, 123)",0.23636363636363636
"(19, 125)",0.38461538461538464
"(19, 130)",0.2222222222222222
"(19, 132)",0.25
"(19, 136)",0.3902439024390244
"(19, 140)",0.1111111111111111
"(19, 141)",0.38235294117647056
"(19, 143)",0.0
"(20, 20)",0.8255813953488372
"(20, 21)",0.0
"(20, 22)",0.375
"(20, 23)",0.6111111111111112
"(20, 24)",0.2
"(20, 27)",0.1111111111111111
"(20, 28)",0.4
"(20, 30)",0.5
"(20, 32)",0.125
"(20, 34)",0.21052631578947367
"(20, 35)",0.14285714285714285
"(20, 36)",0.4444444444444444
"(20, 37)",0.5
"(20, 40)",0.5714285714285714
"(20, 41)",0.375
"(20, 45)",0.18181818181818182
"(20, 46)",0.16666666666666666
"(20, 49)",0.125
"(20, 50)",0.6
"(20, 52)",0.5
"(20, 54)",0.25
"(20, 55)",0.23529411764705882
"(20, 57)",0.7142857142857143
"(20, 58)",0.4166666666666667
"(20, 59)",0.2857142857142857
"(20, 60)",0.3157894736842105
"(20, 61)",0.0
"(20, 62)",0.8461538461538461
"(20, 63)",0.3157894736842105
"(20, 64)",0.25
"(20, 65)",0.1
"(20, 66)",0.18181818181818182
"(20, 67)",0.42857142857142855
"(20, 69)",0.0
"(20, 70)",0.25
"(20, 71)",0.5
"(20, 72)",0.2727272727272727
"(20, 73)",0.2222222222222222
"(20, 75)",0.2
"(20, 76)",0.1111111111111111
"(20, 77)",0.625
"(20, 79)",0.7647058823529411
"(20, 81)",0.16666666666666666
"(20, 82)",0.2
"(20, 84)",0.16666666666666666
"(20, 85)",0.16666666666666666
"(20, 86)",0.8666666666666667
"(20, 87)",0.29411764705882354
"(20, 88)",0.2
"(20, 89)",0.25
"(20, 93)",0.375
"(20, 94)",0.0
"(20, 95)",0.25
"(20, 99)",0.23076923076923078
"(20, 100)",0.1
"(20, 101)",0.5
"(20, 102)",0.16666666666666666
"(20, 103)",0.7192982456140351
"(20, 104)",0.3333333333333333
"(20, 106)",0.0
"(20, 107)",0.2
"(20, 108)",0.26666666666666666
"(20, 109)",0.14285714285714285
"(20, 110)",0.14285714285714285
"(20, 112)",0.2857142857142857
"(20, 114)",0.42857142857142855
"(20, 115)",0.2777777777777778
"(20, 116)",0.5294117647058824
"(20, 117)",0.4897959183673469
"(20, 118)",0.25
"(20, 119)",0.21428571428571427
"(20, 120)",0.2222222222222222
"(20, 121)",0.8571428571428571
"(20, 122)",0.4444444444444444
"(20, 123)",0.2727272727272727
"(20, 125)",0.25
"(20, 129)",0.2777777777777778
"(20, 130)",0.425
"(20, 131)",0.1875
"(20, 132)",0.0
"(20, 136)",0.45454545454545453
"(20, 137)",0.2857142857142857
"(20, 140)",0.6666666666666666
"(20, 141)",0.36363636363636365
"(20, 142)",0.25
"(20, 143)",0.2727272727272727
"(20, 144)",0.23076923076923078
"(21, 21)",0.7573529411764706
"(21, 22)",0.38461538461538464
"(21, 23)",0.2222222222222222
"(21, 24)",0.2222222222222222
"(21, 27)",0.0
"(21, 28)",0.3333333333333333
"(21, 30)",0.1111111111111111
"(21, 32)",0.25
"(21, 34)",0.2222222222222222
"(21, 35)",0.0
"(21, 36)",0.0
"(21, 37)",0.3333333333333333
"(21, 40)",0.14285714285714285
"(21, 46)",0.5555555555555556
"(21, 50)",0.0
"(21, 52)",0.125
"(21, 54)",0.42857142857142855
"(21, 57)",0.3333333333333333
"(21, 59)",0.5625
"(21, 61)",0.125
"(21, 64)",0.23076923076923078
"(21, 66)",0.6666666666666666
"(21, 69)",0.5333333333333333
"(21, 70)",0.4117647058823529
"(21, 71)",0.25
"(21, 73)",0.5555555555555556
"(21, 75)",0.6190476190476191
"(21, 76)",0.5625
"(21, 77)",0.16666666666666666
"(21, 81)",0.2857142857142857
"(21, 82)",0.6129032258064516
"(21, 84)",0.6923076923076923
"(21, 85)",0.6153846153846154
"(21, 87)",0.3076923076923077
"(21, 88)",0.6511627906976745
"(21, 94)",0.375
"(21, 95)",0.5
"(21, 99)",0.6363636363636364
"(21, 101)",0.2
"(21, 102)",0.631578947368421
"(21, 103)",0.0
"(21, 104)",0.3076923076923077
"(21, 106)",0.3076923076923077
"(21, 112)",0.6656151419558359
"(21, 114)",0.5882352941176471
"(21, 115)",0.08333333333333333
"(21, 117)",0.125
"(21, 118)",0.07692307692307693
"(21, 120)",0.3333333333333333
"(21, 121)",0.08333333333333333
"(21, 122)",0.21428571428571427
"(21, 123)",0.4375
"(21, 125)",0.16666666666666666
"(21, 130)",0.0
"(21, 132)",0.15384615384615385
"(21, 136)",0.14285714285714285
"(21, 140)",0.0
"(21, 141)",0.2857142857142857
"(21, 143)",0.5
"(22, 22)",0.7960526315789473
"(22, 23)",0.3333333333333333
"(22, 24)",0.5
"(22, 27)",0.45454545454545453
"(22, 28)",0.6666666666666666
"(22, 30)",0.3333333333333333
"(22, 32)",0.5384615384615384
"(22, 34)",0.3333333333333333
"(22, 35)",0.18181818181818182
"(22, 36)",0.0
"(22, 37)",0.6621621621621622
"(22, 40)",0.3333333333333333
"(22, 46)",0.7142857142857143
"(22, 50)",0.1111111111111111
"(22, 52)",0.1111111111111111
"(22, 54)",0.35714285714285715
"(22, 57)",0.18181818181818182
"(22, 59)",0.5
"(22, 61)",0.5
"(22, 64)",0.0
"(22, 66)",0.6666666666666666
"(22, 69)",0.2857142857142857
"(22, 70)",0.1111111111111111
"(22, 71)",0.2857142857142857
"(22, 73)",0.7
"(22, 75)",0.3888888888888889
"(22, 76)",0.5
"(22, 77)",0.3333333333333333
"(22, 81)",0.6153846153846154
"(22, 82)",0.5555555555555556
"(22, 84)",0.0
"(22, 85)",0.2222222222222222
"(22, 87)",0.2857142857142857
"(22, 88)",0.36363636363636365
"(22, 94)",0.3333333333333333
"(22, 95)",0.125
"(22, 99)",0.5
"(22, 101)",0.4
"(22, 102)",0.25
"(22, 103)",0.25
"(22, 104)",0.7734138972809668
"(22, 106)",0.2727272727272727
"(22, 112)",0.4
"(22, 114)",0.25
"(22, 115)",0.2727272727272727
"(22, 117)",0.16666666666666666
"(22, 118)",0.36363636363636365
"(22, 120)",0.25
"(22, 121)",0.2222222222222222
"(22, 122)",0.5
"(22, 123)",0.1111111111111111
"(22, 125)",0.2222222222222222
"(22, 130)",0.2
"(22, 132)",0.21428571428571427
"(22, 136)",0.6666666666666666
"(22, 140)",0.4
"(22, 141)",0.16666666666666666
"(22, 143)",0.3333333333333333
"(23, 23)",0.8203592814371258
"(23, 24)",0.25
"(23, 27)",0.5
"(23, 28)",0.125
"(23, 30)",0.23333333333333334
"(23, 32)",0.23076923076923078
"(23, 34)",0.625
"(23, 35)",0.8
"(23, 36)",0.16666666666666666
"(23, 37)",0.16666666666666666
"(23, 40)",0.5555555555555556
"(23, 41)",0.25
"(23, 45)",0.4
"(23, 46)",0.0
"(23, 49)",0.2857142857142857
"(23, 50)",1.0
"(23, 52)",0.5641025641025641
"(23, 54)",0.2857142857142857
"(23, 55)",0.47058823529411764
"(23, 57)",0.3333333333333333
"(23, 58)",0.6666666666666666
"(23, 59)",0.14285714285714285
"(23, 60)",0.2857142857142857
"(23, 61)",0.4166666666666667
"(23, 62)",0.26666666666666666
"(23, 63)",0.16666666666666666
"(23, 64)",0.6
"(23, 65)",0.35
"(23, 66)",0.18181818181818182
"(23, 67)",0.7142857142857143
"(23, 69)",0.16666666666666666
"(23, 70)",0.16129032258064516
"(23, 71)",0.2727272727272727
"(23, 72)",0.4
"(23, 73)",0.0
"(23, 75)",0.18181818181818182
"(23, 76)",0.2
"(23, 77)",0.0
"(23, 79)",0.07142857142857142
"(23, 81)",0.0
"(23, 82)",0.2
"(23, 84)",0.25
"(23, 85)",0.14285714285714285
"(23, 86)",0.09090909090909091
"(23, 87)",0.7727272727272727
"(23, 88)",0.375
"(23, 89)",0.16
"(23, 93)",0.25
"(23, 94)",0.4444444444444444
"(23, 95)",0.7272727272727273
"(23, 99)",0.25
"(23, 100)",0.5
"(23, 101)",0.34615384615384615
"(23, 102)",0.18181818181818182
"(23, 103)",0.3333333333333333
"(23, 104)",0.16666666666666666
"(23, 106)",0.0
"(23, 107)",0.09090909090909091
"(23, 108)",0.36363636363636365
"(23, 109)",0.2857142857142857
"(23, 110)",0.5
"(23, 112)",0.25
"(23, 114)",0.0
"(23, 115)",0.7027027027027027
"(23, 116)",0.2857142857142857
"(23, 117)",0.5531914893617021
"(23, 118)",0.375
"(23, 119)",0.21739130434782608
"(23, 120)",0.125
"(23, 121)",0.3
"(23, 122)",0.2857142857142857
"(23, 123)",0.14285714285714285
"(23, 125)",0.3333333333333333
"(23, 129)",0.125
"(23, 130)",0.525
"(23, 131)",0.2
"(23, 132)",1.0
"(23, 136)",0.3333333333333333
"(23, 137)",0.21428571428571427
"(23, 140)",0.2
"(23, 141)",0.375
"(23, 142)",0.2777777777777778
"(23, 143)",0.7346368715083799
"(23, 144)",0.15384615384615385
"(24, 24)",0.6966292134831461
"(24, 27)",0.16666666666666666
"(24, 28)",0.23529411764705882
"(24, 30)",0.3333333333333333
"(24, 32)",0.2777777777777778
"(24, 34)",0.15384615384615385
"(24, 35)",0.5
"(24, 36)",0.6666666666666666
"(24, 37)",0.4166666666666667
"(24, 40)",0.25
"(24, 46)",0.4
"(24, 50)",0.3
"(24, 52)",0.0
"(24, 54)",0.7071428571428572
"(24, 57)",0.5
"(24, 59)",0.6153846153846154
"(24, 61)",0.7272727272727273
"(24, 64)",0.3076923076923077
"(24, 66)",0.4444444444444444
"(24, 69)",0.5
"(24, 70)",0.25
"(24, 71)",0.18181818181818182
"(24, 73)",0.2
"(24, 75)",0.6875
"(24, 76)",0.3333333333333333
"(24, 77)",0.21052631578947367
"(24, 81)",0.5
"(24, 82)",0.5
"(24, 84)",0.5
"(24, 85)",0.4
"(24, 87)",0.125
"(24, 88)",0.5324675324675324
"(24, 94)",0.3333333333333333
"(24, 95)",0.14285714285714285
"(24, 99)",0.5454545454545454
"(24, 101)",0.2
"(24, 102)",0.35714285714285715
"(24, 103)",0.26666666666666666
"(24, 104)",0.4444444444444444
"(24, 106)",0.5606060606060606
"(24, 112)",0.46153846153846156
"(24, 114)",0.18181818181818182
"(24, 115)",0.3333333333333333
"(24, 117)",0.45454545454545453
"(24, 118)",0.4857142857142857
"(24, 120)",0.5454545454545454
"(24, 121)",0.2
"(24, 122)",0.3333333333333333
"(24, 123)",0.5
"(24, 125)",0.2727272727272727
"(24, 130)",0.2
"(24, 132)",0.2857142857142857
"(24, 136)",0.23076923076923078
"(24, 140)",0.0
"(24, 141)",0.3
"(24, 143)",0.4
"(25, 25)",0.6747967479674797
"(25, 26)",0.7352941176470589
"(25, 29)",0.1951219512195122
"(25, 31)",0.391304347826087
"(25, 33)",0.16129032258064516
"(25, 38)",0.24324324324324326
"(25, 39)",0.16666666666666666
"(25, 42)",0.3888888888888889
"(25, 43)",0.725
"(25, 44)",0.2972972972972973
"(25, 47)",0.18181818181818182
"(25, 48)",0.2608695652173913
"(25, 50)",0.13793103448275862
"(25, 51)",0.5692307692307692
"(25, 52)",0.3469387755102041
"(25, 53)",0.25
"(25, 56)",0.25
"(25, 68)",0.76
"(25, 74)",0.2564102564102564
"(25, 78)",0.623721881390593
"(25, 80)",0.5
"(25, 83)",0.358974358974359
"(25, 90)",0.25
"(25, 91)",0.34146341463414637
"(25, 92)",0.5454545454545454
"(25, 96)",0.2857142857142857
"(25, 97)",0.6716417910447762
"(25, 98)",0.3448275862068966
"(25, 105)",0.19444444444444445
"(25, 111)",0.28888888888888886
"(25, 113)",0.5
"(25, 115)",0.18421052631578946
"(25, 123)",0.1111111111111111
"(25, 124)",0.34782608695652173
"(25, 126)",0.15625
"(25, 127)",0.22727272727272727
"(25, 128)",0.3076923076923077
"(25, 132)",0.175
"(25, 133)",0.14285714285714285
"(25, 134)",0.24242424242424243
"(25, 135)",0.34285714285714286
"(25, 138)",0.5172413793103449
"(25, 139)",0.17647058823529413
"(26, 26)",0.7272727272727273
"(26, 29)",0.24324324324324326
"(26, 31)",0.3333333333333333
"(26, 33)",0.36666666666666664
"(26, 38)",0.1111111111111111
"(26, 39)",0.25
"(26, 42)",0.3333333333333333
"(26, 43)",0.52
"(26, 44)",0.29411764705882354
"(26, 47)",0.3
"(26, 48)",0.4375
"(26, 50)",0.18518518518518517
"(26, 51)",0.5428571428571428
"(26, 52)",0.3137254901960784
"(26, 53)",0.44776119402985076
"(26, 56)",0.2826086956521739
"(26, 68)",0.59375
"(26, 74)",0.275
"(26, 78)",0.6216216216216216
"(26, 80)",0.17391304347826086
"(26, 83)",0.19230769230769232
"(26, 90)",0.4642857142857143
"(26, 91)",0.125
"(26, 92)",0.48148148148148145
"(26, 96)",0.35
"(26, 97)",0.7058823529411765
"(26, 98)",0.28205128205128205
"(26, 105)",0.16666666666666666
"(26, 111)",0.3793103448275862
"(26, 113)",0.6783369803063457
"(26, 115)",0.38461538461538464
"(26, 123)",0.1951219512195122
"(26, 124)",0.2608695652173913
"(26, 126)",0.46875
"(26, 127)",0.2857142857142857
"(26, 128)",0.44594594594594594
"(26, 132)",0.17391304347826086
"(26, 133)",0.3888888888888889
"(26, 134)",0.2727272727272727
"(26, 135)",0.3
"(26, 138)",0.2857142857142857
"(26, 139)",0.26666666666666666
"(27, 27)",0.826530612244898
"(27, 28)",0.1
"(27, 30)",0.3333333333333333
"(27, 32)",0.1111111111111111
"(27, 34)",0.5555555555555556
"(27, 35)",0.8888888888888888
"(27, 36)",0.07692307692307693
"(27, 37)",0.3333333333333333
"(27, 40)",0.42857142857142855
"(27, 46)",0.0
"(27, 50)",0.8
"(27, 52)",0.7317073170731707
"(27, 54)",0.0
"(27, 57)",0.2857142857142857
"(27, 59)",0.3333333333333333
"(27, 61)",0.16666666666666666
"(27, 64)",1.0
"(27, 66)",0.0
"(27, 69)",0.4166666666666667
"(27, 70)",0.6666666666666666
"(27, 71)",0.3333333333333333
"(27, 73)",0.4444444444444444
"(27, 75)",0.2
"(27, 76)",0.2222222222222222
"(27, 77)",0.2857142857142857
"(27, 81)",0.5
"(27, 82)",0.25
"(27, 84)",0.14285714285714285
"(27, 85)",0.3333333333333333
"(27, 87)",1.0
"(27, 88)",0.125
"(27, 94)",0.16666666666666666
"(27, 95)",0.16666666666666666
"(27, 99)",0.3333333333333333
"(27, 101)",0.14285714285714285
"(27, 102)",0.25
"(27, 103)",0.09090909090909091
"(27, 104)",0.0
"(27, 106)",0.3076923076923077
"(27, 112)",0.0
"(27, 114)",0.25
"(27, 115)",0.8387096774193549
"(27, 117)",0.25
"(27, 118)",0.25
"(27, 120)",0.0
"(27, 121)",0.5454545454545454
"(27, 122)",0.3
"(27, 123)",0.2
"(27, 125)",0.1
"(27, 130)",0.1111111111111111
"(27, 132)",0.5
"(27, 136)",0.5
"(27, 140)",0.375
"(27, 141)",0.16666666666666666
"(27, 143)",0.9
"(28, 28)",0.6319218241042345
"(28, 30)",0.3333333333333333
"(28, 32)",0.6153846153846154
"(28, 34)",0.0
"(28, 35)",0.125
"(28, 36)",0.2
"(28, 37)",0.3888888888888889
"(28, 40)",0.3333333333333333
"(28, 46)",0.525
"(28, 50)",0.16666666666666666
"(28, 52)",0.25
"(28, 54)",0.15384615384615385
"(28, 57)",0.125
"(28, 59)",0.21739130434782608
"(28, 61)",0.42857142857142855
"(28, 64)",0.2
"(28, 66)",0.5942028985507246
"(28, 69)",0.35714285714285715
"(28, 70)",0.35
"(28, 71)",0.07692307692307693
"(28, 73)",0.23529411764705882
"(28, 75)",0.4791666666666667
"(28, 76)",0.5942028985507246
"(28, 77)",0.25
"(28, 81)",0.21428571428571427
"(28, 82)",0.3088235294117647
"(28, 84)",0.6363636363636364
"(28, 85)",0.0
"(28, 87)",0.0
"(28, 88)",0.28846153846153844
"(28, 94)",0.45
"(28, 95)",0.2
"(28, 99)",0.325
"(28, 101)",0.2222222222222222
"(28, 102)",0.2459016393442623
"(28, 103)",0.15384615384615385
"(28, 104)",0.6891891891891891
"(28, 106)",0.23076923076923078
"(28, 112)",0.2727272727272727
"(28, 114)",0.3
"(28, 115)",0.14634146341463414
"(28, 117)",0.21212121212121213
"(28, 118)",0.2909090909090909
"(28, 120)",0.4
"(28, 121)",0.0
"(28, 122)",0.5769230769230769
"(28, 123)",0.27586206896551724
"(28, 125)",0.5
"(28, 130)",0.2894736842105263
"(28, 132)",0.0
"(28, 136)",0.325
"(28, 140)",0.07692307692307693
"(28, 141)",0.3939393939393939
"(28, 143)",0.3333333333333333
"(29, 29)",0.8326848249027238
"(29, 31)",0.2727272727272727
"(29, 33)",0.24390243902439024
"(29, 38)",0.3793103448275862
"(29, 39)",0.24242424242424243
"(29, 42)",0.8666666666666667
"(29, 43)",0.35714285714285715
"(29, 44)",0.35294117647058826
"(29, 47)",0.6901098901098901
"(29, 48)",0.15384615384615385
"(29, 50)",0.7692307692307693
"(29, 51)",0.425531914893617
"(29, 52)",0.8461538461538461
"(29, 53)",0.2222222222222222
"(29, 56)",0.17647058823529413
"(29, 68)",0.37037037037037035
"(29, 74)",0.3037974683544304
"(29, 78)",0.18181818181818182
"(29, 80)",0.3793103448275862
"(29, 83)",0.16666666666666666
"(29, 90)",0.4827586206896552
"(29, 91)",0.19047619047619047
"(29, 92)",0.4827586206896552
"(29, 96)",0.2
"(29, 97)",0.21621621621621623
"(29, 98)",0.2413793103448276
"(29, 105)",0.2727272727272727
"(29, 111)",0.2727272727272727
"(29, 113)",0.2702702702702703
"(29, 115)",0.6753246753246753
"(29, 123)",0.28
"(29, 124)",0.3888888888888889
"(29, 126)",0.30434782608695654
"(29, 127)",0.16666666666666666
"(29, 128)",0.24324324324324326
"(29, 132)",0.5769230769230769
"(29, 133)",0.25925925925925924
"(29, 134)",0.7368421052631579
"(29, 135)",0.3333333333333333
"(29, 138)",0.5
"(29, 139)",0.30303030303030304
"(30, 30)",0.8181818181818182
"(30, 32)",0.5
"(30, 34)",0.26666666666666666
"(30, 35)",0.375
"(30, 36)",0.5
"(30, 37)",0.0
"(30, 40)",0.16666666666666666
"(30, 41)",0.0
"(30, 45)",0.06666666666666667
"(30, 46)",0.42857142857142855
"(30, 49)",0.2
"(30, 50)",0.3333333333333333
"(30, 52)",0.2222222222222222
"(30, 54)",0.0
"(30, 55)",0.125
"(30, 57)",0.6
"(30, 58)",0.125
"(30, 59)",0.6363636363636364
"(30, 60)",0.0
"(30, 61)",0.125
"(30, 62)",0.47058823529411764
"(30, 63)",0.375
"(30, 64)",0.1
"(30, 65)",0.14285714285714285
"(30, 66)",0.3
"(30, 67)",0.16666666666666666
"(30, 69)",0.2857142857142857
"(30, 70)",0.38461538461538464
"(30, 71)",1.0
"(30, 72)",0.0
"(30, 73)",0.2
"(30, 75)",0.7142857142857143
"(30, 76)",0.1111111111111111
"(30, 77)",0.8333333333333334
"(30, 79)",0.6363636363636364
"(30, 81)",0.3076923076923077
"(30, 82)",0.5
"(30, 84)",0.3333333333333333
"(30, 85)",0.2222222222222222
"(30, 86)",0.65
"(30, 87)",0.23809523809523808
"(30, 88)",0.2727272727272727
"(30, 89)",0.4117647058823529
"(30, 93)",0.26666666666666666
"(30, 94)",0.4166666666666667
"(30, 95)",0.6666666666666666
"(30, 99)",0.38636363636363635
"(30, 100)",0.5
"(30, 101)",0.8064516129032258
"(30, 102)",0.2
"(30, 103)",0.6285714285714286
"(30, 104)",0.0
"(30, 106)",0.16666666666666666
"(30, 107)",0.15789473684210525
"(30, 108)",0.36363636363636365
"(30, 109)",0.25
"(30, 110)",0.3684210526315789
"(30, 112)",0.16666666666666666
"(30, 114)",0.0
"(30, 115)",0.32
"(30, 116)",0.2
"(30, 117)",0.0
"(30, 118)",0.3333333333333333
"(30, 119)",0.4117647058823529
"(30, 120)",0.3333333333333333
"(30, 121)",0.6
"(30, 122)",0.125
"(30, 123)",0.0
"(30, 125)",0.2857142857142857
"(30, 129)",0.3333333333333333
"(30, 130)",0.24
"(30, 131)",0.6666666666666666
"(30, 132)",0.6
"(30, 136)",0.0
"(30, 137)",0.4
"(30, 140)",0.6666666666666666
"(30, 141)",0.25
"(30, 142)",0.0
"(30, 143)",0.16
"(30, 144)",0.2777777777777778
"(31, 31)",0.7868852459016393
"(31, 33)",0.475
"(31, 38)",0.3333333333333333
